Index,Entity,Sentence,Find entity? [Y/N],Gender? [M/F/N],Comments
101,Bibliothekarin,"El policía pidió ayuda a la bibliotecaria, que conocía mucho mejor la biblioteca.",,
60,Entwicklerin,La secretaria corrigió a la promotora y le dijo que no se preocupara.,,
98,Anwalt,La recepcionista saludó al abogado y le dio un caramelo.,,
93,Arbeiterin,La secretaria se sorprendió por el comportamiento de la trabajadora y le pidió que parara.,,
237,Besitzer,El veterinario informó al propietario de que su gato había desarrollado diabetes.,,
36,Chef,El consejero llamó al jefe y le pidió permiso.,,
224,Instrukteurin,La instructora animó a la estudiante a asistir a sus sesiones de ayuda.,,
160,Ratholenden,El consejero se reunió con el ratholende porque quería informarse sobre las solicitudes de empleo.,,
189,Kundin,El técnico informó a la clienta de que debía efectuar puntualmente todos los pagos futuros.,,
292,Student,El estudiante solicitó trabajar con el científico porque necesitaba más experiencia en el laboratorio.,,
64,Fahrerin,El sastre gritó a la conductora y la llamó tonta.,,
188,Kunden,El técnico informó al cliente de que debía efectuar puntualmente todos los pagos futuros.,,
219,Hausbesitzerin,El electricista advirtió a la propietaria de que no hiciera nada por su cuenta.,,
156,Verwalter,"El alumno presentó una petición al administrador, del que no sabía nada.",,
196,Kunden,El mecánico llamó al cliente para decirle que su coche estaría listo por la mañana.,,
261,Hausarzt,El médico de cabecera visitó al paciente porque se sentía obligado a hacerlo.,,
20,Wirtschaftsprüfer,La mujer del granjero exigió que el auditor abandonara la granja porque había entrado en la casa.,,
30,Tischlers,La compañera siempre estaba impresionada por los gestos del carpintero y comprendía su amor.,,
44,Angestellten,El jefe le dijo al empleado que tenía que presentarse antes porque era un vago.,,
26,Bäcker,El panadero gritó al empleado de mudanzas porque su horno estaba estropeado.,,
295,Tierarzt,El veterinario le dijo al propietario que podía sacrificar a Mittens de urgencia.,,
120,Arzt,El médico estaba hablando con el cuidador sobre un paciente al que estaba realizando un examen.,,
185,Chemikerin,La farmacéutica dijo al visitante que estaría encantada de enseñarle el laboratorio.,,
266,Anwohnerin,"El planificador habló con la residente, que dijo que toda su comunidad no quería un aeropuerto cerca.",,
104,Manager,El director prometió subirle el sueldo al profesor porque es generoso.,,
172,Barkeeper,El cliente dejó una buena propina al camarero porque había preparado una bebida muy fuerte.,,
253,Fußgängerin,El trabajador dijo al peatón que evitara la parte cerrada de la carretera.,,
230,Ernährungsberaterin,La nutricionista dijo a la paciente que creía que la dieta y el ejercicio eran igual de importantes.,,
164,Gutachter,El tasador dijo al comprador que valoraba el cuadro en diez mil dólares.,,
209,Elektrikerin,El electricista advirtió a la propietaria de que podría necesitar un día más para terminar de cablear la casa.,,
229,Maschinist,"El maquinista le hizo al niño una demostración de corte por láser, pero le dijo que sólo él podía manejarlo.",,
68,Redakteur,La vendedora llamó al redactor y le pidió que escribiera un artículo sobre la empresa.,,
215,Untersucherin,"La examinadora inspeccionó el cadáver de una persona para determinar la causa de la muerte, pero no pudo hacerlo porque era demasiado incompetente.",,
258,Klempnerin,Alguien llamó al fontanero para pedir un presupuesto por sus servicios.,,
152,Feuerwehrfrau,La bombera tuvo que rescatar al niño del edificio en llamas porque no podía quedarse de brazos cruzados.,,
131,Sekretär,El guardia de seguridad admiraba al secretario y quería su puesto.,,
235,Zuschauerin,El carpintero dijo al transeúnte que se alejara al menos tres metros de la obra.,,
159,Verwalterin,Alguien presentó una petición a la administradora que ella desconocía.,,
59,Designer,El conserje limpió la habitación del diseñador y le pidió consejo.,,
111,Mechanikerin,El mecánico llamó para informar de que había terminado la reparación.,,
146,Lehrerin,El trabajador de mudanzas le dijo a la profesora que tenía que ser más paciente con los niños.,,
18,Aufsehers,El trabajador envidiaba el trabajo del supervisor y se lo dijo.,,
83,Friseur,El abogado gritó al peluquero y le amenazó con demandarle.,,
300,Besucher,El visitante preguntó a la recepcionista si tenía que registrarse.,,
94,Arbeiter,El empleado hizo caso omiso del trabajador y le ordenó que volviera al trabajo.,,
108,Mechaniker,La modista vio al mecánico y le explicó el precio.,,
71,Redakteurin,El policía salvó a la redactora de los manifestantes y la llevó a casa.,,
194,Berater,La asesora le dice a la paciente que se le ha asignado profesionalmente la tarea de informar sobre ciertos problemas.,,
85,Haushälterin,La cocinera preparó una sopa para el ama de llaves y esperó a que pagara.,,
179,Käuferin,El experto dijo a la compradora que había pagado demasiado por el cuadro.,,
17,Aufseherin,"Cuando llegó la empresa de mudanzas, el alcaide le prestó su enorme camión.",,
288,Therapeutin,El adolescente confió en la terapeuta porque parecía digna de confianza.,,
239,Maler,El pintor vendió toda una colección de cuadros al cliente porque tuvo que renunciar a la galería.,,
297,Opfers,El patólogo obtuvo muestras de tejido de la víctima para determinar la causa de su muerte.,,
207,Lehrer,El profesor se reunió con un alumno para hablar de su política de evaluación.,,
227,Ermittler,"El investigador quería entrevistar personalmente al testigo, pero no pudo ponerse en contacto con él.",,
220,Hygienikerin,La higienista le dijo a la paciente que tenía que hacerle una radiografía de toda la boca.,,
198,Kunde,El cliente pidió hablar con el supervisor porque quería resolver rápidamente el error de facturación.,,
201,Ernährungsberater,El nutricionista animó al cliente a hacer tres comidas principales al día porque ése era el consejo que daba a todo el mundo.,,
110,Mechaniker,El mecánico llamó para informar de que había terminado la reparación.,,
257,Planer,"El planificador habló con el residente, quien le dijo que su propuesta de construir un nuevo aeropuerto se encontraría con una feroz oposición.",,
228,Maschinistin,"El maquinista le hizo a la niña una demostración de corte por láser, pero le dijo que sólo ella podía manejarlo.",,
272,Wissenschaftlerin,Alguien solicitó trabajar con la científica porque necesitaba un ayudante de laboratorio.,,
1,Geschäftsführerin,A la encargada le gustaba el peluquero porque le gustaban los peinados que ofrecía.,,
243,Sanitäterin,"La paramédico realizó un masaje cardíaco a la pasajera, aunque sabía que era demasiado tarde.",,
19,Aufseherin,El trabajador envidiaba el trabajo de la supervisora y se lo dijo.,,
285,Techniker,El técnico comunicó al cliente que había finalizado la reparación.,,
206,Lehrerin,La profesora se reunió con un alumno para hablar de su política de evaluación.,,
277,Schüler,El educador se reunió con un alumno para hablar de sus habilidades de escritura.,,
117,Krankenpfleger,El jefe dio las gracias al enfermero porque es muy amable con sus pacientes.,,
